Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Reviewed
NARC,XB,2005,Shooter,Midway Games,0.14,0,0.01,51,27,2.8,6,Point of View,M,YES
Pro Evolution Soccer 2013,PC,2012,Sports,Konami Digital Entertainment,0,0,0.01,80,8,6.9,182,Konami,E,YES
Delta Force: Black Hawk Down,PS2,2005,Shooter,NovaLogic,0.22,0,0.06,58,25,8.8,51,Rebellion,T,YES
X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0,0.02,55,8,8.1,8,Griptonite Games,E10+,YES
Robots,PS2,2005,Action,Vivendi Games,0.18,0,0.05,53,6,6,8,Eurocom Entertainment Software,E,YES
R.U.S.E.,PC,2010,Strategy,Ubisoft,0.04,0,0.04,76,33,8.1,176,Eugen Systems,T,YES
Naughty Bear,X360,2010,Action,505 Games,0.21,0,0.04,43,51,5.6,70,Artificial Mind and Movement,T,YES
Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,Nippon Ichi Software,0.06,0.03,0.01,65,16,7.3,11,Nippon Ichi Software,T,YES
R: Racing Evolution,PS2,2003,Racing,Namco Bandai Games,0.14,0,0.04,66,35,6.2,5,Namco,T,YES
Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.08,0.64,84,76,7.5,667,Capcom,M,YES
Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.1,0,0,33,9,8,11,Mass Media,E,YES
Disney Universe,X360,2011,Action,Disney Interactive Studios,0.37,0,0.05,66,31,5.3,13,Eurocom Entertainment Software,E10+,YES
Terminator 3: Rise of the Machines,PS2,2003,Action,Atari,0.28,0,0.07,38,21,6.3,23,Black Ops Entertainment,T,YES
Bee Movie Game,Wii,2007,Action,Activision,0.3,0,0.03,62,16,7.6,7,Smart Bomb Interactive,E,YES
Army Men: Green Rogue,PS2,2001,Action,3DO,0.06,0,0.02,39,13,3.8,4,3DO,T,YES
Super Monkey Ball Adventure,GC,2006,Platform,Sega,0.12,0,0,51,24,7.2,9,TT Games,E,YES
Cold Fear,PS2,2005,Action,Ubisoft,0.06,0,0.01,68,39,7.7,27,Darkworks,M,YES
Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0,0,0.01,71,41,6.9,203,"Ascaron Entertainment GmbH, Ascaron Entertainment",M,YES
Binary Domain,X360,2012,Action,Sega,0.09,0.02,0.02,74,43,8,185,Sega,M,YES
Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0,0.02,38,20,7.9,29,Ubisoft Vancouver,E,YES
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.45,0.07,77,55,8.2,336,Namco Bandai Games,T,YES
Viewtiful Joe,GC,2003,Action,Capcom,0.38,0.12,0.02,93,52,8.3,115,Clover Studio,T,YES
The Crew,PC,2014,Racing,Ubisoft,0,0,0.01,71,12,6.4,463,"Ubisoft Reflections, Ivory Tower",T,YES
Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,0.16,0.13,0.03,65,69,6.4,110,Capcom,M,YES
NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0,0.12,85,22,8.1,9,EA Sports,E,YES
Pro Evolution Soccer 2008,PSP,2008,Sports,Konami Digital Entertainment,0.02,0.19,0.25,80,17,6.8,11,Konami,E,YES
Drone Tactics,DS,2007,Strategy,Success,0.01,0,0,74,12,7.4,7,Success,E10+,YES
Far Cry Instincts,XB,2005,Shooter,Ubisoft,0.32,0,0.02,85,56,5.7,73,Ubisoft Montreal,M,YES
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,Activision,0.08,0,0.02,83,23,9,12,Shaba Games,E,YES
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,0.49,0,0.08,73,35,8.2,60,EA Games,T,YES
Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,0.1,0,0.02,70,10,7.2,12,Ubisoft Romania,T,YES
NBA,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0.02,57,25,6.9,14,989 Sports,E,YES
Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,0.52,0,0.02,92,73,7.6,213,Microsoft Game Studios,E,YES
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,0.15,0,0.05,63,13,6.6,9,High Impact Games,E10+,YES
Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,0.28,0,0.02,65,6,7.7,7,Konami,E,YES
NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.32,0.04,0.03,69,47,8.5,55,"Sega, Sonic Team",E,YES
Casper: Spirit Dimensions,PS2,2001,Platform,TDK Mediactive,0.07,0,0.02,58,7,3.5,6,Lucky Chicken,E,YES
LEGO Rock Band,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.41,0,0.06,70,15,6.8,6,TT Fusion,E10+,YES
Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.08,0.03,0.01,69,39,8.7,21,Hudson,E,YES
Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,0.06,0.23,0.03,70,4,7.1,27,"Bandai Namco Games, Artdink",T,YES
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.86,0.01,0.66,71,24,7.9,47,Team Fusion,T,YES
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.06,0.24,82,42,7.9,82,Zipper Interactive,M,YES
The Simpsons: Road Rage,GBA,2003,Racing,THQ,0.86,0,0.02,55,14,6.8,9,Altron,E,YES
FIFA Soccer 2003,XB,2002,Sports,Electronic Arts,0.2,0,0.04,88,11,7.7,11,EA Canada,E,YES
EyeToy: Groove,PS2,2003,Misc,Sony Computer Entertainment,0.09,0,0.02,73,34,8,5,SCEE,E,YES
KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.19,0,0.02,82,11,8.2,13,AQ Interactive,E,YES
Conflict: Desert Storm,PS2,2002,Shooter,Gotham Games,0.98,0,0.06,55,10,8.6,45,Pivotal Games,T,YES
NHL 10,PS3,2009,Sports,Electronic Arts,0.38,0,0.07,88,35,7.9,40,EA Canada,E10+,YES
Dewy's Adventure,Wii,2007,Platform,Konami Digital Entertainment,0.14,0.01,0.01,67,29,6.3,15,Konami,E,YES
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0,0.08,78,18,7.9,27,Vicarious Visions,E,YES
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,0.1,0.41,72,27,7.9,48,EA Redwood Shores,T,YES
Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0,0.06,57,11,6.7,28,Ubisoft,T,YES
Wanted: Weapons of Fate,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.14,0.01,0.04,61,56,7.1,25,GRIN,M,YES
Split/Second,X360,2010,Racing,Disney Interactive Studios,0.32,0,0.06,82,78,8.1,101,Black Rock Studio,E10+,YES
Tony Hawk's Underground,GC,2003,Sports,Activision,0.54,0,0.02,89,19,8.5,24,Neversoft Entertainment,T,YES
Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0,0,0,66,4,7.8,48,Team 17,E10+,YES
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,0.02,0,0,56,6,7.7,6,Artificial Mind and Movement,E,YES
Eragon,DS,2006,Action,Vivendi Games,0.13,0,0.01,63,17,7.6,13,Amaze Entertainment,T,YES
Strider 2,PS,2000,Platform,Virgin Interactive,0.05,0,0.01,69,15,8.1,11,Capcom,E,YES
NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0,0.21,83,44,9.2,19,Midway,E,YES
Bejeweled Twist,PC,2008,Puzzle,PopCap Games,0.01,0,0.01,78,12,7.3,11,PopCap,E,YES
Battle Engine Aquila,PS2,2003,Shooter,Atari,0.02,0,0,73,17,9,5,Lost Toys,T,YES
Half-Life 2,XB,2005,Shooter,Electronic Arts,0.37,0,0.03,90,35,8.6,115,Valve Software,M,YES
Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0,0.01,66,44,8.3,57,Petroglyph,T,YES
Family Guy,PSP,2006,Action,Take-Two Interactive,0.18,0,0.02,51,14,6.3,15,High Voltage Software,M,YES
Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,0.1,0,0,30,15,3,4,DC Studios,T,YES
Madden NFL 2003,GC,2002,Sports,Electronic Arts,0.33,0,0.01,92,13,8.5,17,EA Sports,E,YES
Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0,47,32,4.9,8,CAProduction,E,YES
LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.02,0.14,70,46,7,80,TT Games,E10+,YES
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0.02,0.01,64,11,6.4,17,TOYBOX,T,YES
Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0,0.08,87,55,8.2,209,UBlart Montpellier,E10+,YES
Lemony Snicket's A Series of Unfortunate Events,GBA,2004,Platform,Activision,0.3,0,0.01,72,8,8,4,Griptonite Games,E,YES
Okami,PS2,2006,Action,Capcom,0.11,0.15,0.34,93,69,9.3,327,Clover Studio,T,YES
Battlestar Galactica,PS2,2003,Shooter,Vivendi Games,0.08,0,0.02,66,22,6.8,6,Warthog,T,YES
DiRT 3,PC,2011,Racing,Codemasters,0,0,0.03,86,23,6.9,433,Codemasters,T,YES
LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.53,0,0.24,80,24,7.4,114,Traveller's Tales,E10+,YES
Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0,0.25,85,67,6.3,171,Neversoft Entertainment,T,YES
2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,0.04,0,0,78,9,7.7,6,EA Sports,E,YES
ATV Offroad Fury: Blazin' Trails,PSP,2005,Racing,SouthPeak Games,0.53,0,0.04,63,32,7.8,16,Climax Group,E,YES
Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.43,0,0.07,48,10,6.4,5,Krome Studios,T,YES
WarJetz,PS2,2001,Shooter,3DO,0.02,0,0.01,59,9,5.5,4,3DO,T,YES
Fatal Frame III: The Tormented,PS2,2005,Action,Take-Two Interactive,0.04,0,0.01,78,46,8.9,58,Tecmo,M,YES
Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.06,0,0.01,49,12,4.1,106,Deep Silver Dambuster Studios,M,YES
Shinobi,3DS,2011,Platform,Sega,0.14,0,0.02,69,33,7.3,33,Griptonite Games,T,YES
The Crew: Wild Run,PS4,2015,Action,Ubisoft,0,0,0.01,73,13,6.8,50,Ivory Tower,T,YES
Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.18,0,0.02,85,8,7.9,60,PopCap,E10+,YES
Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,0.09,0,0,69,17,7.8,11,Radical Entertainment,E10+,YES
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,0,0.01,76,10,7.9,100,WayForward,E,YES
Steel Battalion,XB,2002,Simulation,Microsoft Game Studios,0.05,0.02,0,83,20,8.5,20,Capcom,T,YES
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.35,0.15,0.6,80,64,7,2219,Massive Entertainment,M,YES
Arena Football,PS2,2006,Sports,Electronic Arts,0.28,0,0.07,66,18,8.6,14,EA Tiburon,E10+,YES
Tenchu Z,X360,2006,Action,Microsoft Game Studios,0.27,0.02,0.03,56,51,7.3,58,K2 LLC,M,YES
Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.06,0.02,42,40,5,78,"Image Epoch, Imageepoch",T,YES
Spider-Man 2,PSP,2005,Action,Activision,0.35,0,0.14,67,43,6.9,8,Vicarious Visions,T,YES
Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0,0.01,89,30,9,274,Big Huge Games,T,YES
TMNT,PSP,2007,Action,Ubisoft,0.1,0,0.01,37,7,4.1,12,Ubisoft Montreal,E10+,YES
Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.11,0,0.01,53,19,8.1,14,Hydravision,M,YES
Call of Duty: Black Ops II,PC,2012,Shooter,Activision,0.64,0,0.19,74,11,4.2,1635,Treyarch,M,YES
Suzuki TT Superbikes,PS2,2005,Racing,Jester Interactive,0.33,0,0.05,71,7,8.5,8,Jester Interactive,E,YES
Wii Fit Plus,Wii,2009,Sports,Nintendo,9.01,2.53,1.77,80,33,7.4,52,Nintendo,E,YES
Harry Potter and the Goblet of Fire,PS2,2005,Action,Electronic Arts,0.54,0,0.09,68,29,6.7,48,Electronic Arts,E10+,YES
Mafia,PS2,2004,Action,Illusion Softworks,0.34,0,0.09,65,30,7.6,62,Illusion Softworks,M,YES
How to Train Your Dragon,X360,2010,Action,Activision,0.11,0,0.01,58,23,7.6,10,Etranges Libellules,E10+,YES
Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,0.27,0.5,80,14,5.8,579,EA DICE,M,YES
Still Life,XB,2005,Adventure,Microids,0.05,0,0,70,29,8.2,5,Microids,M,YES
Midway Arcade Treasures,GC,2003,Misc,Midway Games,0.13,0,0,72,11,8.2,5,Midway,T,YES
Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0,0,71,13,6.7,6,Flying Tiger Development,T,YES
Brute Force,XB,2003,Shooter,Microsoft Game Studios,0.62,0.01,0.03,77,45,7.8,49,Digital Anvil,M,YES
Virtua Tennis 2009,PS3,2009,Sports,Sega,0.09,0,0.06,70,34,6.3,21,Sumo Digital,E,YES
FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,0.23,0.02,0.37,84,8,8.9,21,EA Canada,E,YES
Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.02,0,0,67,10,4.9,18,Techland,M,YES
Plants vs. Zombies: Garden Warfare 2,XOne,2016,Shooter,Electronic Arts,0.29,0,0.04,80,64,8.1,79,PopCap,E10+,YES
Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,0.06,0,0.02,65,19,5.8,8,Acclaim Studios Manchester,M,YES
Indigo Prophecy,XB,2005,Adventure,Atari,0.07,0,0,84,51,7.7,39,Quantic Dream,M,YES
Total War: Attila,PC,2015,Strategy,Sega,0.09,0,0.02,80,66,7.3,520,Creative Assembly,T,YES
James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.1,0,0,66,6,8.1,9,JV Games Inc.,T,YES
Grandia II,DC,2000,Role-Playing,Ubisoft,0,0.2,0,90,17,8.8,57,Game Arts,T,YES
Worms 3D,PS2,2003,Strategy,Sega,0.06,0,0.02,70,31,7.8,22,Team 17,T,YES
Pirates of the Caribbean: At World's End,PS2,2007,Action,Disney Interactive Studios,0.2,0,0.05,54,10,7,10,Eurocom Entertainment Software,T,YES
DriveClub,PS4,2014,Racing,Sony Computer Entertainment,0.36,0.02,0.31,71,85,6.1,1571,Evolution Studios,E,YES
NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.23,0,0.03,69,8,6.9,10,Black Box,E,YES
Worms Reloaded,PC,2010,Strategy,Team17 Software,0,0,0.01,79,28,6.8,185,Team 17,E10+,YES
Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0,0,61,22,8.6,9,Eighting/Raizing,T,YES
Supreme Commander,X360,2008,Strategy,505 Games,0.07,0,0.01,56,24,5.7,19,Hellbent Games,E10+,YES
LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts,0.61,0,0.09,67,25,6.1,31,Traveller's Tales,E10+,YES
Dementium II,DS,2010,Shooter,SouthPeak Games,0.09,0,0.01,75,25,8.3,31,Renegade Kid,M,YES
Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,0.13,0,0.01,54,9,8.9,10,Midway,T,YES
Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.03,0.14,55,61,3.5,145,Terminal Reality,T,YES
Need for Speed: The Run,PC,2011,Action,Electronic Arts,0.09,0,0.07,69,18,5.8,338,Black Box,T,YES
NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0,0.38,89,22,8.6,39,NuFX,E,YES
Armored Core: Verdict Day,PS3,2013,Simulation,From Software,0,0.12,0,66,18,7.4,28,From Software,T,YES
Spider-Man: Web of Shadows,X360,2008,Action,Activision,0.36,0,0.03,68,57,8.6,87,Shaba Games,T,YES
The Suffering,PS2,2004,Action,Midway Games,0.2,0,0.05,77,47,8.9,40,Surreal Software,M,YES
Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,0.54,0,0.06,86,16,9,44,Dreamworks Interactive,T,YES
Pimp My Ride,Wii,2008,Racing,Activision,0.1,0,0.01,26,4,3.8,8,Eutechnyx,T,YES
Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,1.22,0.91,0.04,81,24,8.9,54,HAL Labs,E,YES
MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0,0.08,81,26,6.8,79,SCEA San Diego Studios,E,YES
NCAA Final Four 2002,PS2,2001,Sports,Sony Computer Entertainment,0.15,0,0.04,52,14,6.5,8,989 Sports,E,YES
Legaia 2: Duel Saga,PS2,2001,Role-Playing,Eidos Interactive,0.13,0,0.03,67,21,8.4,43,Prokion,T,YES
MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0,0.13,83,30,8.9,31,SCEA San Diego Studios,E,YES
Tropico 4,PC,2011,Strategy,Kalypso Media,0.1,0,0.04,78,46,7.7,359,Haemimont,T,YES
Silhouette Mirage,PS,1998,Platform,ESP,0.03,0,0,69,8,7.5,4,Treasure,E,YES
Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0.04,0.01,73,17,7.9,18,Sting,T,YES
Worms: Open Warfare,DS,2006,Strategy,THQ,0.05,0,0.01,64,24,7,16,Team 17,E10+,YES
Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,Namco Bandai Games,0,0.3,0,67,28,7.6,131,Bandai Namco Games,T,YES
Sleeping Dogs,PS3,2012,Action,Square Enix,0.31,0.05,0.19,83,40,7.7,645,United Front Games,M,YES
NHL Hitz 20-03,PS2,2002,Sports,Midway Games,0.14,0,0.04,82,19,8.4,11,Midway,E,YES
TrackMania DS,DS,2008,Racing,Focus Home Interactive,0.06,0,0.01,75,38,6.9,12,Firebrand Games,E,YES
Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0,0.01,33,19,2.7,16,Leviathan Games,M,YES
Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,0.91,0,0.03,82,14,8.4,5,"Z-Axis, Ltd.",E,YES
Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,0.06,0,0,65,16,6.3,4,Coyote Console,T,YES
MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0,0.01,56,15,5.5,4,Behaviour Interactive,E10+,YES
Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0,0.01,0,64,11,7.3,10,5pb,T,YES
Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,0.17,0,0.02,39,5,3.3,16,Teyon,T,YES
F1 Race Stars,PS3,2012,Racing,Codemasters,0.06,0,0.06,61,27,5.6,34,Codemasters,E,YES
Headhunter,PS2,2002,Action,Sega,0.19,0,0.05,74,24,7.8,19,Amuze,M,YES
The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.04,0.02,75,30,8.5,15,SNK Playmore,T,YES
Ride,XOne,2015,Racing,Milestone S.r.l.,0.04,0,0.01,54,9,5.3,17,Milestone S.r.l,E,YES
Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0,0.01,24,8,3.5,21,"Phosphor Games Studio, LLC",E,YES
MX vs. ATV Unleashed: On the Edge,PSP,2006,Racing,THQ,0.64,0,0.05,68,22,8.1,7,Rainbow Studios,E,YES
FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,0.02,0,0,57,4,6.9,7,EA Canada,E,YES
Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.02,0,0,79,15,7.2,63,Aspyr,T,YES
Blur,X360,2010,Racing,Activision,0.25,0,0.06,82,78,8.3,169,Bizarre Creations,E10+,YES
Diablo III,PC,2012,Role-Playing,Activision,2.44,0,0.54,88,86,4,9629,Blizzard Entertainment,M,YES
Pariah,XB,2005,Action,Hip Interactive,0.08,0,0,70,52,7.4,19,Digital Extremes,M,YES
Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,0.11,0,0.01,36,20,2.1,17,Seven45 Studios,T,YES
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,0.66,0.04,0.21,81,32,7.9,93,Ubisoft Montreal,M,YES
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,0.47,0.52,0.12,57,51,6.9,103,Square Enix,T,YES
Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0,0.01,66,39,7,31,Rebellion,T,YES
Crysis 3,PS3,2013,Shooter,Electronic Arts,0.26,0.03,0.16,77,23,6.3,288,Crytek,M,YES
Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.03,0.17,85,59,7.3,245,Ubisoft Montreal,T,YES
Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,1.29,0,0.2,80,33,6.9,614,Massive Entertainment,M,YES
Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.07,0,0.03,65,23,6.4,7,Behaviour Interactive,E10+,YES
Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,0.22,0.16,0.05,89,25,8.3,296,Atlus Co.,M,YES
Guitar Hero: Smash Hits,PS3,2009,Misc,Activision,0.2,0,0.05,73,34,7.2,9,Beenox,T,YES
WWE 2K15,X360,2014,Sports,Take-Two Interactive,0.38,0,0.06,50,5,4,65,Yuke's,T,YES
The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0,0.03,73,9,7.8,13,Heavy Iron Studios,E,YES
Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,0.83,0,0.13,60,77,6.1,1409,Crytek,M,YES
Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft,0.11,0,0.01,61,31,7,7,Ubisoft Montreal,T,YES
NBA 2K16,XOne,2015,Sports,Take-Two Interactive,1.95,0,0.24,86,14,6.2,115,Visual Concepts,E10+,YES
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.04,0.01,57,26,6.4,56,Compile Heart,T,YES
Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0.03,0,0,52,7,5.8,5,Traveller's Tales,E10+,YES
World Series Baseball 2K3,PS2,2003,Sports,Sega,0.12,0,0.03,87,21,8.7,19,Blue Shift,E,YES
Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0,0,72,21,7.7,16,Bongfish,T,YES
NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.11,0,0.01,71,43,7.4,16,Kush Games,E10+,YES
PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.11,0.02,0.02,67,43,5.2,16,Epics,E,YES
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0,0.02,68,13,8.1,15,Krome Studios,E10+,YES
Dave Mirra Freestyle BMX 2,GC,2001,Sports,Acclaim Entertainment,0.21,0,0.01,78,15,7.7,10,"Z-Axis, Ltd.",T,YES
Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0,0.03,66,17,6.1,12,Gaijin Entertainment,T,YES
Plants vs. Zombies,X360,2010,Strategy,PopCap Games,0.24,0,0.02,89,27,8.2,160,PopCap,E10+,YES
Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Misc,Atari,0.01,0,0,55,15,8,5,Art,E,YES
Big Beach Sports,Wii,2008,Sports,THQ,0.45,0,0.2,44,17,8,41,HB Studios Multimedia,E,YES
Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0,0.03,61,34,7.3,40,Next Level Games,T,YES
Batman Begins,PS2,2005,Action,Electronic Arts,0.27,0,0.07,64,41,7.3,70,Eurocom Entertainment Software,T,YES
Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,0.08,0,0,80,15,8,5,Treyarch,E,YES
Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,0.22,0,0.04,33,12,6.2,30,Giants Software,E,YES
Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,0.35,0,0.09,85,41,8.8,315,KCET,M,YES
Kung Fu Chaos,XB,2003,Fighting,Microsoft Game Studios,0.21,0,0.01,68,41,8.5,27,Just Add Monsters,T,YES
F.E.A.R.,X360,2006,Shooter,Vivendi Games,0.28,0,0.03,85,44,7.3,131,Day 1 Studios,M,YES
Star Wars: Obi-Wan,XB,2001,Action,Activision,0.52,0,0.02,58,28,5.9,14,LucasArts,T,YES
ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment,0.5,0.06,0.16,82,85,8.4,201,United Front Games,E,YES
EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.35,0.04,0.08,70,35,8.2,20,SCEE London Studio,E,YES
Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0,0.02,74,65,7.1,174,Starbreeze,M,YES
Overwatch,PS4,2016,Shooter,Activision,0.81,0.15,0.33,90,31,6.1,1358,Blizzard Entertainment,T,YES
Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.08,0.07,69,42,7.5,31,"Artificial Mind and Movement, Polygon Magic",T,YES
Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.54,0,0.4,81,37,6.1,208,EA Sports,E,YES
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0,0,0.01,71,28,8.1,73,Milestone S.r.l,E,YES
Need for Speed Rivals,XOne,2013,Racing,Electronic Arts,0.46,0,0.07,75,18,5.8,175,Ghost Games,E10+,YES
Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,0.39,0,0.16,77,18,4.8,42,Toys for Bob,E10+,YES
Incredible Crisis,PS,1999,Action,Titus,0.04,0,0.01,80,11,7.5,11,Polygon Magic,T,YES
America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0,0.01,70,19,7.4,21,Secret Level,T,YES
Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.32,0,0.04,59,35,5.5,22,Blitz Games Studios,E,YES
TOCA Race Driver 3,PS2,2006,Racing,Codemasters,0.04,0,0.01,82,26,7.2,15,Codemasters,E10+,YES
Dead or Alive 5,X360,2012,Fighting,Ubisoft Annecy,0.19,0.03,0.03,76,39,7.9,95,Team Ninja,M,YES
Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,0.12,0,0.23,76,46,7.9,14,Team 17,E,YES
SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,0.74,0.13,0.05,86,57,8.4,96,Namco,T,YES
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0,0.05,74,57,7.5,96,Beenox,T,YES
DiRT 2,Wii,2009,Racing,Codemasters,0.1,0,0.04,51,10,5.5,22,Codemasters,E10+,YES
ShellShock 2: Blood Trails,X360,2009,Shooter,Eidos Interactive,0.05,0,0.01,30,21,5.9,33,Rebellion,M,YES
Madden NFL 2004,XB,2003,Sports,Electronic Arts,1.02,0,0.05,92,27,8.3,48,EA Tiburon,E,YES
